Evidence ID,Candidate Number,Matcher,Evaluation Scope,Entity Type,Source IRI,Source Entity,Source Definition,Target IRI,Target Entity,Target Definition,Candidate Rank,Similarity,Ranking Band,Reciprocal Best,Assurance Classification,Review Basis
AML-U-045,45,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SpecialistCyberResponderRole,Specialist Cyber Responder,A specialist external or internal role that augments cyber incident recovery capability.,https://example.org/ontology/sora#AuditProgramme,AuditProgramme,"A self-inspection, internal audit, or robust audit programme addressing cyber-safety/SORA concerns.",1,0.063654,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-046,46,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#SecurityControl,Security Control,"A control selected, monitored, reviewed or resourced to manage cybersecurity risk.",https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,1,0.060096,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-047,47,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#EndUserRole,End User,A stakeholder role associated with use of the delivered capability.,https://example.org/ontology/sora#MaintenanceProcedure,MaintenanceProcedure,A documented procedure governing UAS maintenance or associated cyber-safety practices.,1,0.058996,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-048,48,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#DataInTransit,Data in Transit,"Data while being transferred, including third-party transfers.",https://example.org/ontology/sora#RemovableMedia,RemovableMedia,Removable electronic media used in maintenance or data transfer.,1,0.054605,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-049,49,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#ResilienceMechanism,Resilience Mechanism,A mechanism intended to provide or strengthen cyber resilience and subject to testing or assessment.,https://example.org/ontology/sora#OperationalVolume,OperationalVolume,The volume within which the UAS operation is intended to take place safely.,1,0.054115,very low textual similarity,True,Missing,Manual comparison of entity labels and ontology definitions
AML-U-050,50,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#DisposeSecurely,Dispose Securely,Dispose of assets or capabilities securely in accordance with required procedures and classification rules.,https://example.org/ontology/sora#Manual,Manual,"A controlled manual describing information, procedures, or instructions.",1,0.052844,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-051,51,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",class,https://example.org/mod-sbd#GovernCybersecurity,Govern Cybersecurity,Direct and control cybersecurity decision-making across the programme.,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,1,0.049858,very low textual similarity,True,Weak,Manual comparison of entity labels and ontology definitions
AML-U-052,52,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#appliesDuring,applies during,Relates a requirement or activity to the lifecycle context in which it applies.,https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL,Links an OSO robustness assignment to the SAIL context in which it applies.,1,0.262612,low review priority,True,Partial,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-053,53,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#hasAtomicClause,has atomic clause,Links an official SbD requirement to an analytical atomic requirement clause candidate derived from it.,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.,1,0.24462,low review priority,True,Partial,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-054,54,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#hasResponsibleRole,has responsible role,"Associates a requirement, activity, risk or artefact with the role accountable or responsible for it.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.145537,very low textual similarity,True,Weak,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-055,55,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#criterionBelongsToPrinciple,criterion belongs to principle,Associates an official SbD criterion with the SbD principle under which that criterion is defined.,https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion,"Links an OSO or criterion to an explicitly stated alternative criterion, such as a Functional Test-Based route.",1,0.124817,very low textual similarity,True,Missing,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-056,56,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#involvesOrganisationalConcept,involves organisational concept,"Links an SbD requirement to an actor, role, organisation, programme, group or other organisational concept involved in the requirement.",https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",1,0.116463,very low textual similarity,True,Weak,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-057,57,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",1,0.103683,very low textual similarity,True,Partial,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-058,58,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern.",https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,1,0.098589,very low textual similarity,True,Partial,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-059,59,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested.",https://example.org/ontology/sora#evidencesActivityType,evidencesActivityType,Links an EvidenceArtifact to the type of assurance activity whose execution/result it evidences.,1,0.081335,very low textual similarity,True,Weak,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-060,60,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#addressesSecurityProperty,addresses security property,Links an SbD requirement to a security property or objective that the requirement explicitly or inferentially seeks to protect or achieve.,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.,1,0.063819,very low textual similarity,True,Missing,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-061,61,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact.",https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,1,0.059927,very low textual similarity,True,Missing,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-062,62,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",object_property,https://example.org/mod-sbd#hasNeedOrExpectation,has need or expectation,Associates a stakeholder role with a stakeholder need or expectation relevant to the capability or programme.,https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status.",1,0.058757,very low textual similarity,True,Missing,"Manual comparison of property meanings, directions, domains and ranges"
AML-U-063,63,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement. Preserved parent/grouping identifier from the SbD source spreadsheet.,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,1,0.112298,very low textual similarity,True,Missing,A parent identifier and a clause-order value have different functions.
AML-U-064,64,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment. Qualitative descriptor or numeric likelihood value.,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,1,0.040103,very low textual similarity,True,Missing,Risk likelihood and a SAIL ordinal represent different measurements.
AML-U-065,65,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_01,Risk Management,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.657712,high review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-066,66,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_01,Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.620404,high review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-067,67,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_02,Security Authorisation Decisions,,https://example.org/ontology/sora#Authorisation,Authorisation,,1,0.478023,medium review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-068,68,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#SbD_06,"Assure, Verify and Test",,https://example.org/ontology/sora#Verify,Verify,,1,0.446263,medium review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-069,69,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_02,Secure Acquisition and Development,,https://example.org/ontology/sora#Development,Development,,1,0.441645,medium review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-070,70,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_03,Data Protection and Resilience,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.420851,medium review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-071,71,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#SbD_03,Implement Continuous Risk Management,,https://example.org/ontology/sora#Implement,Implement,,1,0.384604,medium review priority,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-072,72,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C2,DSTL-SbD03-C4-R1-C2 — Assess vulnerabilities.,,https://example.org/ontology/sora#Assess,Assess,,1,0.350435,medium review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-073,73,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C2,DSTL-SbD03-C1-R4-C2 — Analyse cyber risks.,,https://example.org/ontology/sora#Analyse,Analyse,,1,0.346333,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-074,74,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C2,DSTL-SbD02-C1-R6-C2 — Communicate those responsibilities.,,https://example.org/ontology/sora#Communicate,Communicate,,1,0.322513,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-075,75,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_03,Communication and Coordination,,https://example.org/ontology/sora#AE-OSO16-I-Criterion_01,Coordination procedures,,1,0.296991,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-076,76,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_03,Access control,,1,0.286131,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-077,77,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C2,DSTL-SbD02-C2-R5-C2 — Derive security requirements from the risk assessment.,,https://example.org/ontology/sora#CY-OSO05-A-Criterion_01,Security risk assessment (evidence),,1,0.271414,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-078,78,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C3,DSTL-SbD04-C4-R1-C3 — Report on security controls at programme level through life.,,https://example.org/ontology/sora#Report,Report,,1,0.264904,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-079,79,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.,,https://example.org/ontology/sora#Train,Train,,1,0.263085,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-080,80,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2-C2,DSTL-SbD01-C1-R2-C2 — Consider stakeholder needs and expectations in cybersecurity risk management.,,https://example.org/ontology/sora#Stakeholder,Stakeholder,,1,0.25745,low review priority,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-081,81,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C2,DSTL-SbD04-C4-R1-C2 — Monitor security controls at programme level through life.,,https://example.org/ontology/sora#Monitor,Monitor,,1,0.252643,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-082,82,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2-C1,DSTL-SbD02-C4-R2-C1 — Review and update threat assessments routinely.,,https://example.org/ontology/sora#Update,Update,,1,0.252555,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-083,83,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_03,Monitoring and Detection,,https://example.org/ontology/sora#AE-OSO06-I-Criterion_01,C3 performance and monitoring,,1,0.252457,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-084,84,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C2,DSTL-SbD07-C5-R5-C2 — Feed lessons learned from incidents and resilience exercises into design standards.,,https://example.org/ontology/sora#CY-OSO04-X-Criterion_01,Design standards cyber coverage,,1,0.248755,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-085,85,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C3,DSTL-SbD02-C4-R4-C3 — Use the threat analysis to anticipate probable attack methods.,,https://example.org/ontology/sora#Probable,Probable,,1,0.24338,low review priority,True,Missing,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-086,86,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7-C2,"DSTL-SbD03-C1-R7-C2 — Include technical risks, human elements, insider threat, human error, organisational culture, social engineering, policy and workflow effects in socio-technical risk consideration.",,https://example.org/ontology/sora#CY-OSO01-I-Criterion_01,Organisational culture,,1,0.242082,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-087,87,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_03,Security Plan,,https://example.org/ontology/sora#AE-OSO08-I-Criterion_03,Emergency Response Plan,,1,0.239722,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-088,88,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C1,"DSTL-SbD04-C1-R1-C1 — Maintain processes to review, test, evaluate and improve capability architecture.",,https://example.org/ontology/sora#Evaluate,Evaluate,,1,0.239443,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-089,89,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3-C2,DSTL-SbD02-C4-R3-C2 — Maintain the attack scenarios.,,https://example.org/ontology/sora#Maintain,Maintain,,1,0.23686,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-090,90,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C3,DSTL-SbD03-C1-R1-C3 — Ensure the cyber risk assessment considers infrastructure used for delivery.,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_01,Cyber safety risk assessment,,1,0.230927,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-091,91,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C1,DSTL-SbD02-C1-R4-C1 — Review key roles regularly.,,https://example.org/ontology/sora#Review,Review,,1,0.226519,low review priority,True,Partial,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-092,92,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C1,DSTL-SbD02-C1-R6-C1 — Define responsibilities that continue or change after personnel termination or role change.,,https://example.org/ontology/sora#ChangeManage,Change Manage,,1,0.207022,low review priority,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-093,93,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_04,Threat Assessment & Modelling,,https://example.org/ontology/sora#CyberThreat,Cyber Threat,,1,0.197861,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-094,94,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C1,DSTL-SbD05-C2-R1-C1 — Perform planning and due diligence with the prime supplier to reduce cybersecurity risks before entering contracts.,,https://example.org/ontology/sora#Supplier,Supplier,,1,0.193311,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-095,95,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#WARP,"Warning, Advice, and Reporting Point (WARP)","A trusted, community-based information security service represented from the SbD requirements context.",https://example.org/ontology/sora#Inservice,In-service,,1,0.154653,very low textual similarity,True,Missing,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-096,96,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.,,https://example.org/ontology/sora#CompetentThirdParty,Competent Third Party,,1,0.149647,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-097,97,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#MOD,Ministry of Defence (MOD),"The Ministry of Defence, represented as a named organisation individual rather than a subclass of Organisation.",https://example.org/ontology/sora#DefenceinDepth,Defence in Depth,,1,0.144409,very low textual similarity,True,Missing,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-098,98,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_01,Mission and Context,,https://example.org/ontology/sora#OSO_20,OSO_20: Human Factors evaluation and HMI appropriate for the mission,,1,0.136422,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-099,99,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C2,DSTL-SbD02-C1-R4-C2 — Fill key roles with appropriately skilled personnel who have sufficient authority and support.,,https://example.org/ontology/sora#CompetentAuthority,Competent Authority,,1,0.118201,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-100,100,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.,,https://example.org/ontology/sora#OSO_06,OSO_06: C3 link are appropriate for operation,,1,0.107989,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-101,101,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1,DSTL-SbD07-C5-R1 — Incident Recovery,,https://example.org/ontology/sora#CY-OSO03-A-C5-H1,CY-OSO03-A-C5-H1,,1,0.092176,very low textual similarity,True,Missing,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-102,102,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C1,DSTL-SbD02-C4-R4-C1 — Document the steps used to conduct detailed threat analysis.,,https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,1,0.091091,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-103,103,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4-C1,DSTL-SbD01-C2-R4-C1 — Clearly define cybersecurity roles and responsibilities.,,https://example.org/ontology/sora#CybersecurityIntegrity,Cybersecurity Integrity,,1,0.090726,very low textual similarity,True,Missing,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-104,104,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C2,DSTL-SbD07-C5-R3-C2 — Duplicate key roles to avoid single points of failure.,,https://example.org/ontology/sora#Hazardous,Hazardous Failure Condition,,1,0.088304,very low textual similarity,True,Weak,"Manual comparison of individual types, labels, provenance and asserted ontology context"
AML-U-105,105,AML,"Reciprocal candidates across classes, object properties, data properties and individuals",individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C2,CY-OSO01-A-C3-M1-C2,,1,0.074019,very low textual similarity,True,Missing,"Manual comparison of individual types, labels, provenance and asserted ontology context"
BERTMAP-U-001,1,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#SecurityMechanism,Security Mechanism,A technical or procedural mechanism used to provide a security or resilience function.,https://example.org/ontology/sora#SecurityMechanism,SecurityMechanism,"A security mechanism or control approach such as access control, encryption, anti-replay, digital signatures, hashes, malware protection, or wireless protection.",1,0.547076,medium review priority,True,Full,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-002,2,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#SecurityPlan,Security Plan,The programme security plan requested as an assurance artefact.,https://example.org/ontology/sora#Plan,Plan,"A documented plan for a defined operational, organisational, or response purpose.",1,0.545802,medium review priority,True,Partial,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-003,3,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#EvidenceRecord,Evidence Record,"A record or documented evidence item showing that an assurance-relevant activity, event or review occurred.",https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",1,0.519635,medium review priority,True,Full,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-004,4,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#SecurityPrincipleOrPractice,Security Principle or Practice,A cybersecurity principle or recognised practice expressed by the SbD requirements.,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,1,0.503361,medium review priority,True,Full,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-005,5,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#SecurityProperty,Security Property,A cybersecurity property or objective that SbD requirements seek to protect or achieve.,https://example.org/ontology/sora#SecurityProperty,SecurityProperty,"A protected cybersecurity attribute or capability, such as confidentiality, integrity, availability, authenticity, or resilience.",1,0.502503,medium review priority,True,Full,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-006,6,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#ThreatActorRole,Threat Actor,"An adversarial role whose objectives, perspective or actions are considered in threat analysis.",https://example.org/ontology/sora#Actor,Actor,"A person or organisation that can participate in, be responsible for, or provide services relevant to SORA assurance.",1,0.4899,medium review priority,True,Partial,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-007,7,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#TrainingEvidence,Training Record or Evidence,"Evidence that required personnel training has been delivered, maintained or assessed.",https://example.org/ontology/sora#TrainingRecord,TrainingRecord,A retained record of training completed or competence evidence.,1,0.467737,medium review priority,True,Partial,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-008,8,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#RiskCommunication,Risk Communication,Conduct structured two-way communication of cybersecurity risks across organisational and supply-chain boundaries.,https://example.org/ontology/sora#CommunicationLink,CommunicationLink,A communications link used by the UAS or supporting systems.,1,0.457709,medium review priority,True,Weak,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-009,9,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#DocumentedEvidence,Documented Evidence,Documented information used to demonstrate or support fulfilment of an SbD requirement.,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",1,0.446997,low review priority,True,Partial,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-010,10,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#AssessmentStage,Assessment,CADMID Assessment stage; used only where the requirement has a plausible assessment or acquisition applicability.,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,1,0.421148,low review priority,True,Partial,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
BERTMAP-U-011,11,BERTMap,Priority reciprocal class candidates only,class,https://example.org/mod-sbd#CyberRisk,Cyber Risk,"Risk arising from cybersecurity threats, vulnerabilities, dependencies or failures that may affect programme capabilities or essential functions.",https://example.org/ontology/sora#CyberRisk,CyberRisk,Risk arising from cyber threats affecting the UAS operation or its supporting systems.,1,0.40221,low review priority,True,Full,Manual comparison of labels and ontology definitions; candidate is supplementary and not a BERTMap-generated mapping
