entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
class,https://example.org/mod-sbd#Update,Update,"Update a security artefact, assessment or process in response to change.",https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,1,0.074801,very low textual similarity,False
class,https://example.org/mod-sbd#Update,Update,"Update a security artefact, assessment or process in response to change.",https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.,2,0.060566,very low textual similarity,False
class,https://example.org/mod-sbd#Update,Update,"Update a security artefact, assessment or process in response to change.",https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.,3,0.037448,very low textual similarity,False
class,https://example.org/mod-sbd#Upgrade,Upgrade,Change or improve a capability during its through-life management.,https://example.org/ontology/sora#Configuration,Configuration,The configuration of the UAS or supporting systems that is subject to conformity and change control.,1,0.047037,very low textual similarity,False
class,https://example.org/mod-sbd#Upgrade,Upgrade,Change or improve a capability during its through-life management.,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,2,0.035325,very low textual similarity,False
class,https://example.org/mod-sbd#Upgrade,Upgrade,Change or improve a capability during its through-life management.,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.,3,0.031201,very low textual similarity,False
class,https://example.org/mod-sbd#Vulnerability,Vulnerability,"A weakness that may be exploited and must be understood, assessed and managed.",https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,1,0.075181,very low textual similarity,False
class,https://example.org/mod-sbd#Vulnerability,Vulnerability,"A weakness that may be exploited and must be understood, assessed and managed.",https://example.org/ontology/sora#UAS,UAS,An unmanned aircraft system considered as the complete UAS system.,2,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#Vulnerability,Vulnerability,"A weakness that may be exploited and must be understood, assessed and managed.",https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS.",3,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#VulnerabilityManagement,Vulnerability Management,"Systematically identify, assess, manage and improve treatment of vulnerabilities.",https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,1,0.048447,very low textual similarity,False
class,https://example.org/mod-sbd#VulnerabilityManagement,Vulnerability Management,"Systematically identify, assess, manage and improve treatment of vulnerabilities.",https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,2,0.027349,very low textual similarity,False
class,https://example.org/mod-sbd#VulnerabilityManagement,Vulnerability Management,"Systematically identify, assess, manage and improve treatment of vulnerabilities.",https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.,3,0.024157,very low textual similarity,False
class,https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities.",https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",1,0.065485,very low textual similarity,False
class,https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities.",https://example.org/ontology/sora#MaintenanceRecord,MaintenanceRecord,A retained record of maintenance activity or status.,2,0.061268,very low textual similarity,False
class,https://example.org/mod-sbd#VulnerabilityManagementActivity,Vulnerability Management Activity,"An activity used to understand, assess, remediate or monitor vulnerabilities.",https://example.org/ontology/sora#OperationalProcedure,OperationalProcedure,"A procedure governing normal, contingency, emergency, inspection, or other operational activity.",3,0.046156,very low textual similarity,False
object_property,https://example.org/mod-sbd#addressesSecurityProperty,addresses security property,Links an SbD requirement to a security property or objective that the requirement explicitly or inferentially seeks to protect or achieve.,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.,1,0.063819,very low textual similarity,True
object_property,https://example.org/mod-sbd#addressesSecurityProperty,addresses security property,Links an SbD requirement to a security property or objective that the requirement explicitly or inferentially seeks to protect or achieve.,https://example.org/ontology/sora#assignmentForOSO,assignmentForOSO,Links an OSO robustness assignment to the Operational Safety Objective being assigned.,2,0.051276,very low textual similarity,False
object_property,https://example.org/mod-sbd#addressesSecurityProperty,addresses security property,Links an SbD requirement to a security property or objective that the requirement explicitly or inferentially seeks to protect or achieve.,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,3,0.043021,very low textual similarity,False
object_property,https://example.org/mod-sbd#agreedBy,agreed by,Identifies the stakeholder role or organisational body that agrees a risk appetite or cybersecurity decision.,https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",1,0.021357,very low textual similarity,False
object_property,https://example.org/mod-sbd#agreedBy,agreed by,Identifies the stakeholder role or organisational body that agrees a risk appetite or cybersecurity decision.,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",2,0.019634,very low textual similarity,False
object_property,https://example.org/mod-sbd#agreedBy,agreed by,Identifies the stakeholder role or organisational body that agrees a risk appetite or cybersecurity decision.,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,3,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#appliesDuring,applies during,Relates a requirement or activity to the lifecycle context in which it applies.,https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL,Links an OSO robustness assignment to the SAIL context in which it applies.,1,0.262612,low review priority,True
object_property,https://example.org/mod-sbd#appliesDuring,applies during,Relates a requirement or activity to the lifecycle context in which it applies.,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.143912,very low textual similarity,False
object_property,https://example.org/mod-sbd#appliesDuring,applies during,Relates a requirement or activity to the lifecycle context in which it applies.,https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",3,0.086072,very low textual similarity,False
object_property,https://example.org/mod-sbd#assesses,assesses,"Relates an assessment or review activity to the risk, vulnerability, asset, architecture, resilience concern or other domain element being assessed.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.055518,very low textual similarity,False
object_property,https://example.org/mod-sbd#assesses,assesses,"Relates an assessment or review activity to the risk, vulnerability, asset, architecture, resilience concern or other domain element being assessed.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.033607,very low textual similarity,False
object_property,https://example.org/mod-sbd#assesses,assesses,"Relates an assessment or review activity to the risk, vulnerability, asset, architecture, resilience concern or other domain element being assessed.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,3,0.02154,very low textual similarity,False
object_property,https://example.org/mod-sbd#augmentedBy,augmented by,Indicates that a capability's recovery capacity can be increased by an external recovery-support service.,https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",1,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#augmentedBy,augmented by,Indicates that a capability's recovery capacity can be increased by an external recovery-support service.,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",2,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#augmentedBy,augmented by,Indicates that a capability's recovery capacity can be increased by an external recovery-support service.,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,3,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#basedOn,based on,"Relates an artefact, assessment or decision to contextual information, assumptions or source material on which it is based.",https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion,"Links an OSO or criterion to an explicitly stated alternative criterion, such as a Functional Test-Based route.",1,0.072296,very low textual similarity,False
object_property,https://example.org/mod-sbd#basedOn,based on,"Relates an artefact, assessment or decision to contextual information, assumptions or source material on which it is based.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",2,0.049007,very low textual similarity,False
object_property,https://example.org/mod-sbd#basedOn,based on,"Relates an artefact, assessment or decision to contextual information, assumptions or source material on which it is based.",https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.,3,0.036312,very low textual similarity,False
object_property,https://example.org/mod-sbd#communicatesTo,communicates to,"Relates security information, a decision or a communication activity to the organisational recipient.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",1,0.035315,very low textual similarity,False
object_property,https://example.org/mod-sbd#communicatesTo,communicates to,"Relates security information, a decision or a communication activity to the organisational recipient.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,2,0.028299,very low textual similarity,False
object_property,https://example.org/mod-sbd#communicatesTo,communicates to,"Relates security information, a decision or a communication activity to the organisational recipient.",https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,3,0.021539,very low textual similarity,False
object_property,https://example.org/mod-sbd#considers,considers,"Indicates that an assessment, design or management activity considers a context, risk, stakeholder need, asset or other relevant factor.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,1,0.040774,very low textual similarity,False
object_property,https://example.org/mod-sbd#considers,considers,"Indicates that an assessment, design or management activity considers a context, risk, stakeholder need, asset or other relevant factor.",https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status.",2,0.035763,very low textual similarity,False
object_property,https://example.org/mod-sbd#considers,considers,"Indicates that an assessment, design or management activity considers a context, risk, stakeholder need, asset or other relevant factor.",https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL,Links an OSO robustness assignment to the SAIL context in which it applies.,3,0.032487,very low textual similarity,False
object_property,https://example.org/mod-sbd#contributesToRisk,contributes to risk,"Indicates that a threat, vulnerability or other risk concept contributes to the determination or existence of a risk.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.026508,very low textual similarity,False
object_property,https://example.org/mod-sbd#contributesToRisk,contributes to risk,"Indicates that a threat, vulnerability or other risk concept contributes to the determination or existence of a risk.",https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,2,0.0242,very low textual similarity,False
object_property,https://example.org/mod-sbd#contributesToRisk,contributes to risk,"Indicates that a threat, vulnerability or other risk concept contributes to the determination or existence of a risk.",https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,3,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#criterionBelongsToPrinciple,criterion belongs to principle,Associates an official SbD criterion with the SbD principle under which that criterion is defined.,https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion,"Links an OSO or criterion to an explicitly stated alternative criterion, such as a Functional Test-Based route.",1,0.124817,very low textual similarity,True
object_property,https://example.org/mod-sbd#criterionBelongsToPrinciple,criterion belongs to principle,Associates an official SbD criterion with the SbD principle under which that criterion is defined.,https://example.org/ontology/sora#hasCriterionType,hasCriterionType,"Classifies a Criterion as Integrity, Assurance, or Applicability/Cross-reference.",2,0.094639,very low textual similarity,False
object_property,https://example.org/mod-sbd#criterionBelongsToPrinciple,criterion belongs to principle,Associates an official SbD criterion with the SbD principle under which that criterion is defined.,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.,3,0.03954,very low textual similarity,False
object_property,https://example.org/mod-sbd#definedBy,defined by,"Identifies the role or organisational body that defines a risk appetite, artefact or governance element.",https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",1,0.050778,very low textual similarity,False
object_property,https://example.org/mod-sbd#definedBy,defined by,"Identifies the role or organisational body that defines a risk appetite, artefact or governance element.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.027103,very low textual similarity,False
object_property,https://example.org/mod-sbd#definedBy,defined by,"Identifies the role or organisational body that defines a risk appetite, artefact or governance element.",https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL,Associates a requirement element with the SAIL level or levels for which the source table makes it applicable.,3,0.024075,very low textual similarity,False
object_property,https://example.org/mod-sbd#escalatesTo,escalates to,"Relates analysis, findings or security information to a higher governance role or body to which it is escalated.",https://example.org/ontology/sora#addsAtomicObligation,addsAtomicObligation,Links a higher-robustness official requirement to an analytical atomic obligation introduced at that robustness level in addition to inherited content.,1,0.039601,very low textual similarity,False
object_property,https://example.org/mod-sbd#escalatesTo,escalates to,"Relates analysis, findings or security information to a higher governance role or body to which it is escalated.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",2,0.030246,very low textual similarity,False
object_property,https://example.org/mod-sbd#escalatesTo,escalates to,"Relates analysis, findings or security information to a higher governance role or body to which it is escalated.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",3,0.02022,very low textual similarity,False
object_property,https://example.org/mod-sbd#expressesSecurityPractice,expresses security practice,Links an SbD requirement to a cybersecurity principle or practice expressed by the requirement.,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.,1,0.041534,very low textual similarity,False
object_property,https://example.org/mod-sbd#expressesSecurityPractice,expresses security practice,Links an SbD requirement to a cybersecurity principle or practice expressed by the requirement.,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,2,0.039799,very low textual similarity,False
object_property,https://example.org/mod-sbd#expressesSecurityPractice,expresses security practice,Links an SbD requirement to a cybersecurity principle or practice expressed by the requirement.,https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,3,0.036506,very low textual similarity,False
object_property,https://example.org/mod-sbd#feedsBackInto,feeds back into,"Indicates that lessons, evidence or learning from an activity feeds into programme practice, development practice or future planning.",https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,1,0.043252,very low textual similarity,False
object_property,https://example.org/mod-sbd#feedsBackInto,feeds back into,"Indicates that lessons, evidence or learning from an activity feeds into programme practice, development practice or future planning.",https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",2,0.026693,very low textual similarity,False
object_property,https://example.org/mod-sbd#feedsBackInto,feeds back into,"Indicates that lessons, evidence or learning from an activity feeds into programme practice, development practice or future planning.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,3,0.020713,very low textual similarity,False
object_property,https://example.org/mod-sbd#flowsDownTo,flows down to,Represents propagation of security requirements or risk appetite through suppliers or the supply chain.,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,1,0.018888,very low textual similarity,False
object_property,https://example.org/mod-sbd#flowsDownTo,flows down to,Represents propagation of security requirements or risk appetite through suppliers or the supply chain.,https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",2,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#flowsDownTo,flows down to,Represents propagation of security requirements or risk appetite through suppliers or the supply chain.,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",3,0.0,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasAtomicClause,has atomic clause,Links an official SbD requirement to an analytical atomic requirement clause candidate derived from it.,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.,1,0.24462,low review priority,True
object_property,https://example.org/mod-sbd#hasAtomicClause,has atomic clause,Links an official SbD requirement to an analytical atomic requirement clause candidate derived from it.,https://example.org/ontology/sora#addsAtomicObligation,addsAtomicObligation,Links a higher-robustness official requirement to an analytical atomic obligation introduced at that robustness level in addition to inherited content.,2,0.214504,low review priority,False
object_property,https://example.org/mod-sbd#hasAtomicClause,has atomic clause,Links an official SbD requirement to an analytical atomic requirement clause candidate derived from it.,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,3,0.074606,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasEvidenceExpectation,has evidence expectation,"Relates an SbD requirement to evidence, documentation, records, plans or other assurance artefacts expected by that requirement.",https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,1,0.078219,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasEvidenceExpectation,has evidence expectation,"Relates an SbD requirement to evidence, documentation, records, plans or other assurance artefacts expected by that requirement.",https://example.org/ontology/sora#requiresAssuranceArtifact,requiresAssuranceArtifact,Links an Assurance requirement to an assurance artefact or statement required or accepted to substantiate the specified level of assurance.,2,0.053604,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasEvidenceExpectation,has evidence expectation,"Relates an SbD requirement to evidence, documentation, records, plans or other assurance artefacts expected by that requirement.",https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.,3,0.050554,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasNeedOrExpectation,has need or expectation,Associates a stakeholder role with a stakeholder need or expectation relevant to the capability or programme.,https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status.",1,0.058757,very low textual similarity,True
object_property,https://example.org/mod-sbd#hasNeedOrExpectation,has need or expectation,Associates a stakeholder role with a stakeholder need or expectation relevant to the capability or programme.,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",2,0.046602,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasNeedOrExpectation,has need or expectation,Associates a stakeholder role with a stakeholder need or expectation relevant to the capability or programme.,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,3,0.023316,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasResponsibleRole,has responsible role,"Associates a requirement, activity, risk or artefact with the role accountable or responsible for it.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.145537,very low textual similarity,True
object_property,https://example.org/mod-sbd#hasResponsibleRole,has responsible role,"Associates a requirement, activity, risk or artefact with the role accountable or responsible for it.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.107818,very low textual similarity,False
object_property,https://example.org/mod-sbd#hasResponsibleRole,has responsible role,"Associates a requirement, activity, risk or artefact with the role accountable or responsible for it.",https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL,Associates a requirement element with the SAIL level or levels for which the source table makes it applicable.,3,0.082584,very low textual similarity,False
object_property,https://example.org/mod-sbd#impacts,impacts,"Indicates an adverse or consequential effect of a risk, threat, compromise or change on a managed object, function or organisational concept.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.052222,very low textual similarity,False
object_property,https://example.org/mod-sbd#impacts,impacts,"Indicates an adverse or consequential effect of a risk, threat, compromise or change on a managed object, function or organisational concept.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",2,0.027632,very low textual similarity,False
object_property,https://example.org/mod-sbd#impacts,impacts,"Indicates an adverse or consequential effect of a risk, threat, compromise or change on a managed object, function or organisational concept.",https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status.",3,0.0265,very low textual similarity,False
object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact.",https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,1,0.059927,very low textual similarity,True
object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact.",https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,2,0.039647,very low textual similarity,False
object_property,https://example.org/mod-sbd#includedIn,included in,"Indicates that a security requirement or security-management element is included in a contract, specification, plan or procurement artefact.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,3,0.036842,very low textual similarity,False
object_property,https://example.org/mod-sbd#informedBy,informed by,"Indicates that an assessment, risk appetite, decision or improvement activity is informed by threat, incident, intelligence or other information.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",1,0.027744,very low textual similarity,False
object_property,https://example.org/mod-sbd#informedBy,informed by,"Indicates that an assessment, risk appetite, decision or improvement activity is informed by threat, incident, intelligence or other information.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,2,0.022232,very low textual similarity,False
object_property,https://example.org/mod-sbd#informedBy,informed by,"Indicates that an assessment, risk appetite, decision or improvement activity is informed by threat, incident, intelligence or other information.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,3,0.011821,very low textual similarity,False
object_property,https://example.org/mod-sbd#integratesWith,integrates with,"Indicates integration of one activity, plan, framework or security-management element with another.",https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.,1,0.045785,very low textual similarity,False
object_property,https://example.org/mod-sbd#integratesWith,integrates with,"Indicates integration of one activity, plan, framework or security-management element with another.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.044019,very low textual similarity,False
object_property,https://example.org/mod-sbd#integratesWith,integrates with,"Indicates integration of one activity, plan, framework or security-management element with another.",https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,3,0.028214,very low textual similarity,False
object_property,https://example.org/mod-sbd#involvesOrganisationalConcept,involves organisational concept,"Links an SbD requirement to an actor, role, organisation, programme, group or other organisational concept involved in the requirement.",https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",1,0.116463,very low textual similarity,True
object_property,https://example.org/mod-sbd#involvesOrganisationalConcept,involves organisational concept,"Links an SbD requirement to an actor, role, organisation, programme, group or other organisational concept involved in the requirement.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",2,0.096343,very low textual similarity,False
object_property,https://example.org/mod-sbd#involvesOrganisationalConcept,involves organisational concept,"Links an SbD requirement to an actor, role, organisation, programme, group or other organisational concept involved in the requirement.",https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,3,0.069267,very low textual similarity,False
object_property,https://example.org/mod-sbd#maintains,maintains,"Relates an actor or activity to an artefact, managed object or security-management concept that it keeps current or operational.",https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",1,0.100717,very low textual similarity,False
object_property,https://example.org/mod-sbd#maintains,maintains,"Relates an actor or activity to an artefact, managed object or security-management concept that it keeps current or operational.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",2,0.06798,very low textual similarity,False
object_property,https://example.org/mod-sbd#maintains,maintains,"Relates an actor or activity to an artefact, managed object or security-management concept that it keeps current or operational.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",3,0.05962,very low textual similarity,False
object_property,https://example.org/mod-sbd#manages,manages,"Relates a management activity or organisational concept to risk, vulnerability, assets, controls, suppliers or lifecycle concerns it manages.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.110477,very low textual similarity,False
object_property,https://example.org/mod-sbd#manages,manages,"Relates a management activity or organisational concept to risk, vulnerability, assets, controls, suppliers or lifecycle concerns it manages.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.052705,very low textual similarity,False
object_property,https://example.org/mod-sbd#manages,manages,"Relates a management activity or organisational concept to risk, vulnerability, assets, controls, suppliers or lifecycle concerns it manages.",https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,3,0.021816,very low textual similarity,False
object_property,https://example.org/mod-sbd#mitigates,mitigates,"Indicates that a control, activity or assurance/procurement artefact reduces a risk or limits the impact of an adverse security event.",https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns.",1,0.076003,very low textual similarity,False
object_property,https://example.org/mod-sbd#mitigates,mitigates,"Indicates that a control, activity or assurance/procurement artefact reduces a risk or limits the impact of an adverse security event.",https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it.",2,0.052994,very low textual similarity,False
object_property,https://example.org/mod-sbd#mitigates,mitigates,"Indicates that a control, activity or assurance/procurement artefact reduces a risk or limits the impact of an adverse security event.",https://example.org/ontology/sora#requiresAssuranceArtifact,requiresAssuranceArtifact,Links an Assurance requirement to an assurance artefact or statement required or accepted to substantiate the specified level of assurance.,3,0.04979,very low textual similarity,False
object_property,https://example.org/mod-sbd#performedBy,performed by,"Identifies the role, organisation, team or programme context that performs an activity.",https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",1,0.056503,very low textual similarity,False
object_property,https://example.org/mod-sbd#performedBy,performed by,"Identifies the role, organisation, team or programme context that performs an activity.",https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.,2,0.052838,very low textual similarity,False
