entity_type,source_iri,source_label,source_definition,candidate_rank,target_iri,target_label,target_definition,label_similarity,context_similarity,combined_similarity,ranking_band,reciprocal_best,manual_classification,assurance_relevance,reviewer_decision,review_notes
object_property,https://example.org/mod-sbd#performs,performs,Associates an organisational concept with an activity it performs.,2,https://example.org/ontology/sora#conformsTo,conformsTo,"Represents conformity of a UAS, configuration, manufacturing output, process, or evidence item to design data, a standard, specification, or other source-defined reference.",0.210003,0.0,0.136502,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#performs,performs,Associates an organisational concept with an activity it performs.,3,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.,0.074045,0.0,0.048129,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure.",1,https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",0.229269,0.0,0.149025,very low textual similarity,True,,,,
object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure.",2,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,0.053353,0.062728,0.056634,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#prevents,prevents,"Indicates that a security activity or control is intended to prevent an adverse security event, vulnerability exploitation or failure.",3,https://example.org/ontology/sora#addresses,addresses,"Links a requirement element or activity to a risk, threat, hazard, failure, human error, event, or adverse condition that it addresses.",0.0,0.106688,0.037341,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",1,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,0.094758,0.0,0.061593,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",2,https://example.org/ontology/sora#conformsTo,conformsTo,"Represents conformity of a UAS, configuration, manufacturing output, process, or evidence item to design data, a standard, specification, or other source-defined reference.",0.0,0.127884,0.044759,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#produces,produces,"Relates an activity to an information artefact, evidence item, record or assessment output that it generates.",3,https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.,0.068557,0.0,0.044562,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#protects,protects,"Relates a security control, activity or security practice to the managed/protected object it protects.",1,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,1.0,0.276607,0.746812,high review priority,True,,,,
object_property,https://example.org/mod-sbd#protects,protects,"Relates a security control, activity or security practice to the managed/protected object it protects.",2,https://example.org/ontology/sora#requiresSecurityMechanism,requiresSecurityMechanism,Links a requirement element to a security mechanism or control that the source requires or explicitly identifies.,0.0,0.067478,0.023617,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#protects,protects,"Relates a security control, activity or security practice to the managed/protected object it protects.",3,https://example.org/ontology/sora#requiresSecurityPrinciple,requiresSecurityPrinciple,Links a requirement element to a named SORA/Cyber Extension security principle or practice it explicitly requires or incorporates.,0.0,0.062158,0.021755,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain.",1,https://example.org/ontology/sora#usesStandardOrMeans,usesStandardOrMeans,"Links a requirement, activity, or assurance artefact to a Standard or Means of Compliance used to substantiate satisfaction.",0.095768,0.008446,0.065205,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain.",2,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,0.055499,0.0,0.036075,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#providesUnderstandingOf,provides understanding of,"Relates a forensic activity or forensic record to the incident, compromise or other risk concept it helps explain.",3,https://example.org/ontology/sora#requiresEvidence,requiresEvidence,"Links a SORA Assurance requirement to evidence that must be available, documented, provided, or produced.",0.047185,0.0,0.03067,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#records,records,"Relates an activity or organisational concept to a record, inventory or documented evidence item it creates or maintains.",1,https://example.org/ontology/sora#records,records,Links an actor or system to a Record or Log that it records or maintains.,1.0,0.201656,0.72058,high review priority,True,,,,
object_property,https://example.org/mod-sbd#records,records,"Relates an activity or organisational concept to a record, inventory or documented evidence item it creates or maintains.",2,https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",0.0,0.157784,0.055224,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#records,records,"Relates an activity or organisational concept to a record, inventory or documented evidence item it creates or maintains.",3,https://example.org/ontology/sora#requiresEvidence,requiresEvidence,"Links a SORA Assurance requirement to evidence that must be available, documented, provided, or produced.",0.015172,0.085462,0.039774,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.,1,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,0.08294,0.0,0.053911,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.,2,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,0.029552,0.030585,0.029914,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reportsTo,reports to,Relates a reporting activity or organisational participant to an organisational reporting point or information-security service.,3,https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies.",0.027076,0.028731,0.027655,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#requires,requires,"General obligation relationship indicating that an SbD requirement calls for an activity, security practice, control or other domain element.",1,https://example.org/ontology/sora#requiresEvidence,requiresEvidence,"Links a SORA Assurance requirement to evidence that must be available, documented, provided, or produced.",0.445047,0.008528,0.292265,low review priority,True,,,,
object_property,https://example.org/mod-sbd#requires,requires,"General obligation relationship indicating that an SbD requirement calls for an activity, security practice, control or other domain element.",2,https://example.org/ontology/sora#requiresActivityType,requiresActivityType,States that satisfaction of a SORA requirement entails an activity or process of the specified type.,0.397864,0.018116,0.264952,low review priority,False,,,,
object_property,https://example.org/mod-sbd#requires,requires,"General obligation relationship indicating that an SbD requirement calls for an activity, security practice, control or other domain element.",3,https://example.org/ontology/sora#requiresSecurityPrinciple,requiresSecurityPrinciple,Links a requirement element to a named SORA/Cyber Extension security principle or practice it explicitly requires or incorporates.,0.341565,0.091698,0.254112,low review priority,False,,,,
object_property,https://example.org/mod-sbd#requiresActivity,requires activity,Indicates an activity that must be performed to satisfy an SbD requirement.,1,https://example.org/ontology/sora#requiresActivityType,requiresActivityType,States that satisfaction of a SORA requirement entails an activity or process of the specified type.,0.561889,0.039046,0.378894,low review priority,True,,,,
object_property,https://example.org/mod-sbd#requiresActivity,requires activity,Indicates an activity that must be performed to satisfy an SbD requirement.,2,https://example.org/ontology/sora#performsActivity,performsActivity,"Links an actual actor to an actual performed assurance, operational, maintenance, training, audit, or other activity.",0.401257,0.075067,0.287091,low review priority,False,,,,
object_property,https://example.org/mod-sbd#requiresActivity,requires activity,Indicates an activity that must be performed to satisfy an SbD requirement.,3,https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.,0.346056,0.064365,0.247464,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#requiresSecurityControl,requires security control,Indicates a security control that is required by an SbD requirement.,1,https://example.org/ontology/sora#requiresSecurityMechanism,requiresSecurityMechanism,Links a requirement element to a security mechanism or control that the source requires or explicitly identifies.,0.348895,0.161635,0.283354,low review priority,True,,,,
object_property,https://example.org/mod-sbd#requiresSecurityControl,requires security control,Indicates a security control that is required by an SbD requirement.,2,https://example.org/ontology/sora#requiresSecurityPrinciple,requiresSecurityPrinciple,Links a requirement element to a named SORA/Cyber Extension security principle or practice it explicitly requires or incorporates.,0.371453,0.078759,0.26901,low review priority,False,,,,
object_property,https://example.org/mod-sbd#requiresSecurityControl,requires security control,Indicates a security control that is required by an SbD requirement.,3,https://example.org/ontology/sora#requiresEvidence,requiresEvidence,"Links a SORA Assurance requirement to evidence that must be available, documented, provided, or produced.",0.216763,0.010485,0.144566,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#requiresSecurityPractice,requires security practice,Indicates a security principle or recognised practice required or expressed as an obligation by an SbD requirement.,1,https://example.org/ontology/sora#requiresSecurityPrinciple,requiresSecurityPrinciple,Links a requirement element to a named SORA/Cyber Extension security principle or practice it explicitly requires or incorporates.,0.362594,0.199387,0.305471,low review priority,True,,,,
object_property,https://example.org/mod-sbd#requiresSecurityPractice,requires security practice,Indicates a security principle or recognised practice required or expressed as an obligation by an SbD requirement.,2,https://example.org/ontology/sora#requiresSecurityMechanism,requiresSecurityMechanism,Links a requirement element to a security mechanism or control that the source requires or explicitly identifies.,0.340573,0.078829,0.248963,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#requiresSecurityPractice,requires security practice,Indicates a security principle or recognised practice required or expressed as an obligation by an SbD requirement.,3,https://example.org/ontology/sora#requiresActivityType,requiresActivityType,States that satisfaction of a SORA requirement entails an activity or process of the specified type.,0.240455,0.008579,0.159299,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome.",1,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",0.020041,0.059715,0.033927,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome.",2,https://example.org/ontology/sora#requiresEvidence,requiresEvidence,"Links a SORA Assurance requirement to evidence that must be available, documented, provided, or produced.",0.038108,0.0,0.02477,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reviewedBy,reviewed by,"Identifies the role or organisational body that reviews an artefact, process, risk or outcome.",3,https://example.org/ontology/sora#requiresSecurityMechanism,requiresSecurityMechanism,Links a requirement element to a security mechanism or control that the source requires or explicitly identifies.,0.009488,0.044563,0.021764,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reviews,reviews,"Associates a role or organisational body with an artefact, process, risk or outcome it reviews.",1,https://example.org/ontology/sora#requiresEvidence,requiresEvidence,"Links a SORA Assurance requirement to evidence that must be available, documented, provided, or produced.",0.043026,0.0,0.027967,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reviews,reviews,"Associates a role or organisational body with an artefact, process, risk or outcome it reviews.",2,https://example.org/ontology/sora#requiresActivityType,requiresActivityType,States that satisfaction of a SORA requirement entails an activity or process of the specified type.,0.013285,0.037329,0.0217,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#reviews,reviews,"Associates a role or organisational body with an artefact, process, risk or outcome it reviews.",3,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",0.0,0.056888,0.019911,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#roleResponsibleFor,role responsible for,"Associates a role with a requirement, activity, risk or artefact for which the role is responsible or accountable.",1,https://example.org/ontology/sora#appliesToActorRole,appliesToActorRole,Associates a SORA requirement element with the source-defined actor role responsible for or directly subject to the requirement.,0.101528,0.27743,0.163094,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#roleResponsibleFor,role responsible for,"Associates a role with a requirement, activity, risk or artefact for which the role is responsible or accountable.",2,https://example.org/ontology/sora#hasRole,hasRole,Links a person or organisation to a source-defined SORA actor role it bears.,0.192778,0.062045,0.147021,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#roleResponsibleFor,role responsible for,"Associates a role with a requirement, activity, risk or artefact for which the role is responsible or accountable.",3,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",0.0,0.087375,0.030581,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern.",1,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.,0.454766,0.106396,0.332836,low review priority,True,,,,
object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern.",2,https://example.org/ontology/sora#belongsToOSO,belongsToOSO,Links a SORA requirement element to the Operational Safety Objective it supports.,0.0,0.132856,0.046499,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#supports,supports,"Indicates that a process, control, activity, resource or managed object supports a function, decision, objective or other capability concern.",3,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,0.029114,0.029453,0.029233,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested.",1,https://example.org/ontology/sora#appliesToActorRole,appliesToActorRole,Associates a SORA requirement element with the source-defined actor role responsible for or directly subject to the requirement.,0.038881,0.04765,0.04195,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested.",2,https://example.org/ontology/sora#protects,protects,Links a requirement element or security mechanism to the security property or safety objective it protects.,0.036462,0.037837,0.036943,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#tests,tests,"Relates a testing or assurance activity to the plan, mechanism, backup, architecture, process or other subject being tested.",3,https://example.org/ontology/sora#evidencesActivityType,evidencesActivityType,Links an EvidenceArtifact to the type of assurance activity whose execution/result it evidences.,0.0,0.080507,0.028178,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#updatedFor,updated for,"Relates an artefact or assessment to a mission, threat, context or technological change that causes or justifies an update.",1,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",0.193116,0.03202,0.136732,very low textual similarity,True,,,,
object_property,https://example.org/mod-sbd#updatedFor,updated for,"Relates an artefact or assessment to a mission, threat, context or technological change that causes or justifies an update.",2,https://example.org/ontology/sora#monitors,monitors,"Links an actual actor or system to a system, service, performance characteristic, condition, log, or threat context that it monitors.",0.0,0.090325,0.031614,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#updatedFor,updated for,"Relates an artefact or assessment to a mission, threat, context or technological change that causes or justifies an update.",3,https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL,Associates a requirement element with the SAIL level or levels for which the source table makes it applicable.,0.031585,0.0,0.020531,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#uses,uses,"Relates an activity, decision or assurance artefact to an information resource, artefact, asset, control or method it uses.",1,https://example.org/ontology/sora#usesStandardOrMeans,usesStandardOrMeans,"Links a requirement, activity, or assurance artefact to a Standard or Means of Compliance used to substantiate satisfaction.",0.258975,0.09168,0.200422,very low textual similarity,True,,,,
object_property,https://example.org/mod-sbd#uses,uses,"Relates an activity, decision or assurance artefact to an information resource, artefact, asset, control or method it uses.",2,https://example.org/ontology/sora#addresses,addresses,"Links a requirement element or activity to a risk, threat, hazard, failure, human error, event, or adverse condition that it addresses.",0.135529,0.00766,0.090775,very low textual similarity,False,,,,
object_property,https://example.org/mod-sbd#uses,uses,"Relates an activity, decision or assurance artefact to an information resource, artefact, asset, control or method it uses.",3,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it.",0.0,0.11004,0.038514,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact,Records the observed or assessed behavioural impact associated with a security-awareness measurement. Observed or assessed behavioural impact of security-awareness activity.,1,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.021963,0.0,0.014276,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact,Records the observed or assessed behavioural impact associated with a security-awareness measurement. Observed or assessed behavioural impact of security-awareness activity.,2,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact,Records the observed or assessed behavioural impact associated with a security-awareness measurement. Observed or assessed behavioural impact of security-awareness activity.,3,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#capabilityEffectiveness,capability effectiveness,Records a qualitative or quantitative expression of capability effectiveness where the SbD source requires it to be understood or reviewed. Qualitative or quantitative expression of capability effectiveness.,1,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#capabilityEffectiveness,capability effectiveness,Records a qualitative or quantitative expression of capability effectiveness where the SbD source requires it to be understood or reviewed. Qualitative or quantitative expression of capability effectiveness.,2,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#capabilityEffectiveness,capability effectiveness,Records a qualitative or quantitative expression of capability effectiveness where the SbD source requires it to be understood or reviewed. Qualitative or quantitative expression of capability effectiveness.,3,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#impact,impact,"Records an impact value or descriptor associated with a risk, incident or cyber-risk assessment. Qualitative descriptor or numeric impact value.",1,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.03894,0.013629,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#impact,impact,"Records an impact value or descriptor associated with a risk, incident or cyber-risk assessment. Qualitative descriptor or numeric impact value.",2,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#impact,impact,"Records an impact value or descriptor associated with a risk, incident or cyber-risk assessment. Qualitative descriptor or numeric impact value.",3,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service,Indicates whether an information-security service is community-based. Whether an information-security service is community-based.,1,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0119,0.0,0.007735,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service,Indicates whether an information-security service is community-based. Whether an information-security service is community-based.,2,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service,Indicates whether an information-security service is community-based. Whether an information-security service is community-based.,3,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#isTrustedService,is trusted service,Indicates whether an information-security service is treated as trusted in the SbD assurance context. Whether an information-security service is treated as trusted.,1,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.015613,0.0,0.010149,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#isTrustedService,is trusted service,Indicates whether an information-security service is treated as trusted in the SbD assurance context. Whether an information-security service is treated as trusted.,2,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#isTrustedService,is trusted service,Indicates whether an information-security service is treated as trusted in the SbD assurance context. Whether an information-security service is treated as trusted.,3,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment. Qualitative descriptor or numeric likelihood value.,1,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.041572,0.01455,very low textual similarity,True,,,,
data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment. Qualitative descriptor or numeric likelihood value.,2,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#likelihood,likelihood,Records the likelihood value or descriptor used in risk assessment. Qualitative descriptor or numeric likelihood value.,3,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement. Preserved parent/grouping identifier from the SbD source spreadsheet.,1,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.162815,0.0,0.10583,very low textual similarity,True,,,,
data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement. Preserved parent/grouping identifier from the SbD source spreadsheet.,2,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.013128,0.124172,0.051993,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier,Stores the Parent Requirement ID preserved from the requirements spreadsheet for an official SbD requirement. Preserved parent/grouping identifier from the SbD source spreadsheet.,3,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.009685,0.00339,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#referenceValue,reference value,"Stores the link, URI, document reference or other locator represented by an Artefact Reference. Locator carried by an ArtefactReference.",1,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.031004,0.010851,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#referenceValue,reference value,"Stores the link, URI, document reference or other locator represented by an Artefact Reference. Locator carried by an ArtefactReference.",2,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.013258,0.00464,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#referenceValue,reference value,"Stores the link, URI, document reference or other locator represented by an Artefact Reference. Locator carried by an ArtefactReference.",3,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceIdentifier,source identifier,"Stores the authoritative source identifier for a normative element, such as SbD_01, DSTL-SbD01-Criterion_01 or DSTL-SbD01-C1-R1. Primary source identifier for a normative element.",1,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.02047,0.010141,0.016855,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceIdentifier,source identifier,"Stores the authoritative source identifier for a normative element, such as SbD_01, DSTL-SbD01-Criterion_01 or DSTL-SbD01-C1-R1. Primary source identifier for a normative element.",2,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.008913,0.00312,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceIdentifier,source identifier,"Stores the authoritative source identifier for a normative element, such as SbD_01, DSTL-SbD01-Criterion_01 or DSTL-SbD01-C1-R1. Primary source identifier for a normative element.",3,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceText,source text,Stores the exact authoritative requirement wording or analytical clause text without silent rewriting. Authoritative requirement text or analytical atomic-clause text.,1,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.064614,0.022615,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceText,source text,Stores the exact authoritative requirement wording or analytical clause text without silent rewriting. Authoritative requirement text or analytical atomic-clause text.,2,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.009258,0.00324,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceText,source text,Stores the exact authoritative requirement wording or analytical clause text without silent rewriting. Authoritative requirement text or analytical atomic-clause text.,3,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceTitle,source title,Stores the source title or short name associated with a normative element where the source provides one. Source title/short name.,1,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.,0.0,0.012011,0.004204,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceTitle,source title,Stores the source title or short name associated with a normative element where the source provides one. Source title/short name.,2,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.,0.0,0.010557,0.003695,very low textual similarity,False,,,,
data_property,https://example.org/mod-sbd#sourceTitle,source title,Stores the source title or short name associated with a normative element where the source provides one. Source title/short name.,3,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.,0.0,0.0,0.0,very low textual similarity,False,,,,
individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R1,DSTL-SbD01-C1-R1 — Mission and Context,,1,https://example.org/ontology/sora#OSO_20,OSO_20: Human Factors evaluation and HMI appropriate for the mission,,0.215712,0.082979,0.169256,very low textual similarity,False,,,,
