ontology_side,entity_type,entity_iri,label,description
target_SORA,class,https://example.org/ontology/sora#Material,Material,A material used in manufacture or maintenance of the UAS.
target_SORA,class,https://example.org/ontology/sora#MeansOfCompliance,MeansOfCompliance,A means of compliance accepted by a competent authority for demonstrating satisfaction of a requirement.
target_SORA,class,https://example.org/ontology/sora#Network,Network,A communications or information network relevant to UAS or organisational cyber safety.
target_SORA,class,https://example.org/ontology/sora#NonObligationRequirementElement,NonObligationRequirementElement,"An official register element that carries applicability, cross-reference, or N/A semantics rather than a positive claimable obligation."
target_SORA,class,https://example.org/ontology/sora#NotApplicablePlaceholder,NotApplicablePlaceholder,An official Low/Medium/High register placeholder whose source content is N/A or otherwise non-positive.
target_SORA,class,https://example.org/ontology/sora#OSORobustnessAssignment,OSORobustnessAssignment,A reified assignment connecting an OSO and SAIL context to the required robustness level.
target_SORA,class,https://example.org/ontology/sora#OfficialCommitment,OfficialCommitment,"An official commitment that can support an assurance assertion, including commitments between service provider and applicant."
target_SORA,class,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.
target_SORA,class,https://example.org/ontology/sora#OperationalCondition,OperationalCondition,A condition affecting the operation or the applicability/effectiveness of requirements.
target_SORA,class,https://example.org/ontology/sora#OperationalProcedure,OperationalProcedure,"A procedure governing normal, contingency, emergency, inspection, or other operational activity."
target_SORA,class,https://example.org/ontology/sora#OperationalSafetyObjective,OperationalSafetyObjective,A SORA Operational Safety Objective (OSO) to which criteria and requirements are allocated.
target_SORA,class,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control."
target_SORA,class,https://example.org/ontology/sora#OperationalVolume,OperationalVolume,The volume within which the UAS operation is intended to take place safely.
target_SORA,class,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements."
target_SORA,class,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.
target_SORA,class,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities."
target_SORA,class,https://example.org/ontology/sora#Procedure,Procedure,A documented set of instructions or procedural steps.
target_SORA,class,https://example.org/ontology/sora#QualificationCompetenceRecord,QualificationCompetenceRecord,"A record of qualifications, experience, competence, or completed training."
target_SORA,class,https://example.org/ontology/sora#RFSpectrum,RFSpectrum,Radio-frequency spectrum use or allocation relevant to C3/C2 performance and authorisation.
target_SORA,class,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact."
target_SORA,class,https://example.org/ontology/sora#RemotePilotStation,RemotePilotStation,The remote pilot station used by remote crew/pilot to interact with the UAS.
target_SORA,class,https://example.org/ontology/sora#RemovableMedia,RemovableMedia,Removable electronic media used in maintenance or data transfer.
target_SORA,class,https://example.org/ontology/sora#RequirementClassification,RequirementClassification,A controlled classification distinguishing Annex E safety requirements from Cyber Extension cyber-safety/security requirements.
target_SORA,class,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.
target_SORA,class,https://example.org/ontology/sora#RobustnessLevel,RobustnessLevel,"The SORA Low, Medium, or High robustness level used in OSO requirement assignment. Not Required (NR) is an assignment status, not a robustness level."
target_SORA,class,https://example.org/ontology/sora#SAILLevel,SAILLevel,A Specific Assurance and Integrity Level used by SORA to determine required OSO robustness.
target_SORA,class,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.
target_SORA,class,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.
target_SORA,class,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.
target_SORA,class,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.
target_SORA,class,https://example.org/ontology/sora#SafetyManagementSystem,SafetyManagementSystem,A safety management system in line with the principles required by Annex E OSO #01.
target_SORA,class,https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.
target_SORA,class,https://example.org/ontology/sora#SafetyRisk,SafetyRisk,Risk to aviation safety addressed by SORA.
target_SORA,class,https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.
target_SORA,class,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach."
target_SORA,class,https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.
target_SORA,class,https://example.org/ontology/sora#Sensor,Sensor,A sensing component used by the UAS or supporting system.
target_SORA,class,https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.
target_SORA,class,https://example.org/ontology/sora#Software,Software,"Software used by the UAS, ground systems, maintenance systems, or supporting services."
target_SORA,class,https://example.org/ontology/sora#SourceDocument,SourceDocument,A controlled SORA source document from which requirements and provenance are derived.
target_SORA,class,https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements."
target_SORA,class,https://example.org/ontology/sora#Tool,Tool,"A tool used for manufacture, inspection, maintenance, calibration, or assurance."
target_SORA,class,https://example.org/ontology/sora#TrainingProgramme,TrainingProgramme,A programme organising initial or recurrent training.
target_SORA,class,https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.
target_SORA,class,https://example.org/ontology/sora#UAS,UAS,An unmanned aircraft system considered as the complete UAS system.
target_SORA,class,https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS."
target_SORA,object_property,https://example.org/ontology/sora#addsAtomicObligation,addsAtomicObligation,Links a higher-robustness official requirement to an analytical atomic obligation introduced at that robustness level in addition to inherited content.
target_SORA,object_property,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf,Links an analytical atomic obligation to the official SORA requirement from which it was decomposed.
target_SORA,object_property,https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL,Links an OSO robustness assignment to the SAIL context in which it applies.
target_SORA,object_property,https://example.org/ontology/sora#assignmentForOSO,assignmentForOSO,Links an OSO robustness assignment to the Operational Safety Objective being assigned.
target_SORA,object_property,https://example.org/ontology/sora#assignmentRequiresRobustness,assignmentRequiresRobustness,Links an OSO robustness assignment to the required robustness value.
target_SORA,object_property,https://example.org/ontology/sora#claimsSatisfactionOf,claimsSatisfactionOf,Links an AssuranceClaim to the SORA requirement element whose satisfaction or achieved integrity/assurance condition is being claimed.
target_SORA,object_property,https://example.org/ontology/sora#concerns,concerns,"Associates a requirement, activity, or assurance claim with the SORA-domain object or concept it concerns."
target_SORA,object_property,https://example.org/ontology/sora#crossReferences,crossReferences,Preserves an explicit cross-reference from a requirement element to another modelled SORA concept such as another requirement or OSO.
target_SORA,object_property,https://example.org/ontology/sora#documents,documents,"Links an actor to a document or information artefact that it creates, maintains, or supplies."
target_SORA,object_property,https://example.org/ontology/sora#evidencesActivityType,evidencesActivityType,Links an EvidenceArtifact to the type of assurance activity whose execution/result it evidences.
target_SORA,object_property,https://example.org/ontology/sora#hasActivityType,hasActivityType,Classifies a concrete Activity by its controlled activity type.
target_SORA,object_property,https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion,"Links an OSO or criterion to an explicitly stated alternative criterion, such as a Functional Test-Based route."
target_SORA,object_property,https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus,"Associates a configuration, component, manufactured item, or other relevant object with its conformity status."
target_SORA,object_property,https://example.org/ontology/sora#hasCriterionType,hasCriterionType,"Classifies a Criterion as Integrity, Assurance, or Applicability/Cross-reference."
target_SORA,object_property,https://example.org/ontology/sora#hasFailureFrequency,hasFailureFrequency,Classifies a FailureCondition by the SORA qualitative frequency category applied to it.
target_SORA,object_property,https://example.org/ontology/sora#hasFailureSeverity,hasFailureSeverity,Classifies a FailureCondition by its SORA severity category.
target_SORA,object_property,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext,Associates a requirement element or activity with a SORA-derived lifecycle or operational context.
target_SORA,object_property,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification,Classifies a requirement element as Annex E safety or Cyber Extension cyber-safety/security.
target_SORA,object_property,https://example.org/ontology/sora#hasRobustnessLevel,hasRobustnessLevel,"Associates a SORA requirement element with its Low, Medium, or High source robustness-column value. Not Required (NR) is represented separately by isRequiredForSAIL on OSORobustnessAssignment."
target_SORA,object_property,https://example.org/ontology/sora#madeBy,madeBy,Links an assurance statement or claim to the actor that makes it.
target_SORA,object_property,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration,Links a SORA Assurance requirement to the Declaration form of assurance explicitly permitted by the source.
target_SORA,object_property,https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL,Associates a requirement element with the SAIL level or levels for which the source table makes it applicable.
target_SORA,object_property,https://example.org/ontology/sora#requiresAssuranceArtifact,requiresAssuranceArtifact,Links an Assurance requirement to an assurance artefact or statement required or accepted to substantiate the specified level of assurance.
target_SORA,object_property,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence,Links an AssuranceClaim to evidence that supports the claim.
target_SORA,object_property,https://example.org/ontology/sora#validatedBy,validatedBy,"Links an assurance artefact, procedure, programme, training artefact, mechanism, or claim to the actor role that validates it."
target_SORA,object_property,https://example.org/ontology/sora#verifiedBy,verifiedBy,"Links an assurance object, competence, procedure, control, or claim to the actor role that verifies it."
target_SORA,data_property,https://example.org/ontology/sora#clauseOrder,clauseOrder,Stores the controlled order of an official clause within its parent criterion.
target_SORA,data_property,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL,States whether a particular OSO robustness assignment is required for the given SAIL. False represents an NR assignment and therefore no robustness level is required.
target_SORA,data_property,https://example.org/ontology/sora#sailOrdinal,sailOrdinal,Stores the ordinal position of a SAIL value from I through VI for ordering/query support.
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-H1,AE-OSO01-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-H2,AE-OSO01-A-C1-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-L1,AE-OSO01-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-M1,AE-OSO01-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-A-Criterion_01,Operator competence / organisation (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-H1,AE-OSO01-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L1,AE-OSO01-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L2,AE-OSO01-I-C1-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L3,AE-OSO01-I-C1-L3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L4,AE-OSO01-I-C1-L4,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L4-C1,AE-OSO01-I-C1-L4-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L4-C2,AE-OSO01-I-C1-L4-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-M1,AE-OSO01-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-M2,AE-OSO01-I-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO01-I-Criterion_01,Operator competence / organisation,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-H1,AE-OSO02-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-H2,AE-OSO02-A-C1-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-L1,AE-OSO02-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-M1,AE-OSO02-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-A-Criterion_01,Manufacturing procedures (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-H1,AE-OSO02-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-H2,AE-OSO02-I-C1-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L1,AE-OSO02-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L2,AE-OSO02-I-C1-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L3,AE-OSO02-I-C1-L3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L4,AE-OSO02-I-C1-L4,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L5,AE-OSO02-I-C1-L5,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M1,AE-OSO02-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M2,AE-OSO02-I-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3,AE-OSO02-I-C1-M3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3-C1,AE-OSO02-I-C1-M3-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3-C2,AE-OSO02-I-C1-M3-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3-C3,AE-OSO02-I-C1-M3-C3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M4,AE-OSO02-I-C1-M4,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M4-C1,AE-OSO02-I-C1-M4-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M4-C2,AE-OSO02-I-C1-M4-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M5,AE-OSO02-I-C1-M5,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M6,AE-OSO02-I-C1-M6,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO02-I-Criterion_01,Manufacturing procedures,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-H1,AE-OSO03-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-L1,AE-OSO03-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-L2,AE-OSO03-A-C1-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-L3,AE-OSO03-A-C1-L3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-M1,AE-OSO03-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-M2,AE-OSO03-A-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-H1,AE-OSO03-A-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-H2,AE-OSO03-A-C2-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-L1,AE-OSO03-A-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-M1,AE-OSO03-A-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-M2,AE-OSO03-A-C2-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-M3,AE-OSO03-A-C2-M3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-Criterion_01,Maintenance competence and programme (Procedure evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-A-Criterion_02,Maintenance staff training  (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-H1,AE-OSO03-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1,AE-OSO03-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1-C1,AE-OSO03-I-C1-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1-C2,AE-OSO03-I-C1-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1-C3,AE-OSO03-I-C1-L1-C3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L2,AE-OSO03-I-C1-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M1,AE-OSO03-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M2,AE-OSO03-I-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M2-C1,AE-OSO03-I-C1-M2-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M2-C2,AE-OSO03-I-C1-M2-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO03-I-Criterion_01,Maintenance competence and programme,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-C1-H1,AE-OSO04-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-C1-L1,AE-OSO04-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-C1-M1,AE-OSO04-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-C1b-H1,AE-OSO04-A-C1b-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-C1b-L1,AE-OSO04-A-C1b-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-C1b-M1,AE-OSO04-A-C1b-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-Criterion_01,Design standard level (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-A-Criterion_01b,Design standard level (alternative evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-C1-H1,AE-OSO04-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-C1-L1,AE-OSO04-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-C1-M1,AE-OSO04-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-C1b-H1,AE-OSO04-I-C1b-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-C1b-L1,AE-OSO04-I-C1b-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-C1b-M1,AE-OSO04-I-C1b-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01,Design standard level,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01b,Design standard level,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-H1,AE-OSO05-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-L1,AE-OSO05-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-M1,AE-OSO05-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-M2,AE-OSO05-A-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-A-Criterion_01,System safety and reliability (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H1,AE-OSO05-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H2,AE-OSO05-I-C1-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H3,AE-OSO05-I-C1-H3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H4,AE-OSO05-I-C1-H4,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H5,AE-OSO05-I-C1-H5,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-L1,AE-OSO05-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1,AE-OSO05-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1-C1,AE-OSO05-I-C1-M1-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1-C2,AE-OSO05-I-C1-M1-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1-C3,AE-OSO05-I-C1-M1-C3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO05-I-Criterion_01,System safety and reliability,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-A-C1-H1,AE-OSO06-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-A-C1-L1,AE-OSO06-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-A-C1-M1,AE-OSO06-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-A-Criterion_01,C3 performance and monitoring (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-H1,AE-OSO06-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1,AE-OSO06-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1-C1,AE-OSO06-I-C1-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1-C2,AE-OSO06-I-C1-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1-C3,AE-OSO06-I-C1-L1-C3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-M1,AE-OSO06-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO06-I-Criterion_01,C3 performance and monitoring,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C1-H1,AE-OSO07-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C1-L1,AE-OSO07-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C1-M1,AE-OSO07-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-H1,AE-OSO07-A-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-H1-C1,AE-OSO07-A-C2-H1-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-H1-C2,AE-OSO07-A-C2-H1-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-L1,AE-OSO07-A-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-M1,AE-OSO07-A-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-M2,AE-OSO07-A-C2-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-Criterion_01,Product Inspection procedures (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-A-Criterion_02,Product Inspection training (evidence),
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-H1,AE-OSO07-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-L1,AE-OSO07-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-L1-C1,AE-OSO07-I-C1-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-L1-C2,AE-OSO07-I-C1-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-L2,AE-OSO07-I-C1-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-M1,AE-OSO07-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO07-I-Criterion_01,Product inspection,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-H1,AE-OSO08-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-H2,AE-OSO08-A-C1-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-H3,AE-OSO08-A-C1-H3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-L1,AE-OSO08-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-L1-C1,AE-OSO08-A-C1-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-L1-C2,AE-OSO08-A-C1-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-M1,AE-OSO08-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1-M2,AE-OSO08-A-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1b-H1,AE-OSO08-A-C1b-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1b-L1,AE-OSO08-A-C1b-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1b-L2,AE-OSO08-A-C1b-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C1b-M1,AE-OSO08-A-C1b-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2-H1,AE-OSO08-A-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2-H2,AE-OSO08-A-C2-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2-H3,AE-OSO08-A-C2-H3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2-L1,AE-OSO08-A-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2-M1,AE-OSO08-A-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2-M2,AE-OSO08-A-C2-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2b-H1,AE-OSO08-A-C2b-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2b-L1,AE-OSO08-A-C2b-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2b-L2,AE-OSO08-A-C2b-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C2b-M1,AE-OSO08-A-C2b-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3-H1,AE-OSO08-A-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3-H2,AE-OSO08-A-C3-H2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3-H3,AE-OSO08-A-C3-H3,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3-L1,AE-OSO08-A-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3-M1,AE-OSO08-A-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3-M2,AE-OSO08-A-C3-M2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3b-H1,AE-OSO08-A-C3b-H1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3b-L1,AE-OSO08-A-C3b-L1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3b-L2,AE-OSO08-A-C3b-L2,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-C3b-M1,AE-OSO08-A-C3b-M1,
target_SORA,individual,https://example.org/ontology/sora#AE-OSO08-A-Criterion_01,Procedure validation (evidence),
